date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:15	40854/40854	---MCZ	200	added ('OK')	text/html	etag:W/%229f96-5d5da426c4ef8%22	https://wpocean.com/html/tf/loveme/story.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/story.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:16	33720/33720	---MCZ	200	added ('OK')	text/html	etag:W/%2283b8-5d5da426c04bf%22	https://wpocean.com/html/tf/loveme/accomodation.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/accomodation.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:16	34775/34775	---MCZ	200	added ('OK')	text/html	etag:W/%2287d7-5d5da426c4340%22	https://wpocean.com/html/tf/loveme/rsvp.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/rsvp.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:16	29638/29638	---MCZ	200	added ('OK')	text/html	etag:W/%2273c6-5d5da426c2017%22	https://wpocean.com/html/tf/loveme/gallery.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/gallery.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:16	29428/29428	---MCZ	200	added ('OK')	text/html	etag:W/%2272f4-5d5da426c3788%22	https://wpocean.com/html/tf/loveme/planner.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/planner.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:17	29600/29600	---MCZ	200	added ('OK')	text/html	etag:W/%2273a0-5d5da426c52e0%22	https://wpocean.com/html/tf/loveme/team-single.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/team-single.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:17	35221/35221	---MCZ	200	added ('OK')	text/html	etag:W/%228995-5d5da426c2017%22	https://wpocean.com/html/tf/loveme/groom-bride.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/groom-bride.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:17	35761/35761	---MCZ	200	added ('OK')	text/html	etag:W/%228bb1-5d5da426c4b10%22	https://wpocean.com/html/tf/loveme/service.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/service.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:17	35198/35198	---MCZ	200	added ('OK')	text/html	etag:W/%22897e-5d5da426c4728%22	https://wpocean.com/html/tf/loveme/service-s2.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/service-s2.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:17	39815/39815	---MCZ	200	added ('OK')	text/html	etag:W/%229b87-5d5da426c4728%22	https://wpocean.com/html/tf/loveme/service-single.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/service-single.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:18	30429/30429	---MCZ	200	added ('OK')	text/html	etag:W/%2276dd-5d5da426c3f58%22	https://wpocean.com/html/tf/loveme/pricing.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/pricing.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:18	20542/20542	---MCZ	200	added ('OK')	text/html	etag:W/%22503e-5d5da426c1847%22	https://wpocean.com/html/tf/loveme/coming.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/coming.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:18	25216/25216	---MCZ	200	added ('OK')	text/html	etag:W/%226280-5d5da426c00d6%22	https://wpocean.com/html/tf/loveme/404.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/404.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:18	29755/29755	---MCZ	200	added ('OK')	text/html	etag:W/%22743b-5d5da426c3788%22	https://wpocean.com/html/tf/loveme/portfolio-grid.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/portfolio-grid.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:19	31551/31551	---MCZ	200	added ('OK')	text/html	etag:W/%227b3f-5d5da426c3b70%22	https://wpocean.com/html/tf/loveme/portfolio-mashonary.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/portfolio-mashonary.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:19	28820/28820	---MCZ	200	added ('OK')	text/html	etag:W/%227094-5d5da426c3b70%22	https://wpocean.com/html/tf/loveme/portfolio-mashonary-s2.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/portfolio-mashonary-s2.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:19	30193/30193	---MCZ	200	added ('OK')	text/html	etag:W/%2275f1-5d5da426c3f58%22	https://wpocean.com/html/tf/loveme/portfolio-single.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/portfolio-single.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:19	43239/43239	---MCZ	200	added ('OK')	text/html	etag:W/%22a8e7-5d5da426c4ef8%22	https://wpocean.com/html/tf/loveme/shop.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/shop.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:20	41352/41352	---MCZ	200	added ('OK')	text/html	etag:W/%22a188-5d5da426c4b10%22	https://wpocean.com/html/tf/loveme/shop-single.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/shop-single.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:20	37067/37067	---MCZ	200	added ('OK')	text/html	etag:W/%2290cb-5d5da426c145f%22	https://wpocean.com/html/tf/loveme/cart.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/cart.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:20	34184/34184	---MCZ	200	added ('OK')	text/html	etag:W/%228588-5d5da426c52e0%22	https://wpocean.com/html/tf/loveme/wishlist.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/wishlist.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:20	44606/44606	---MCZ	200	added ('OK')	text/html	etag:W/%22ae3e-5d5da426c1847%22	https://wpocean.com/html/tf/loveme/checkout.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/checkout.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:20	38314/38314	---MCZ	200	added ('OK')	text/html	etag:W/%2295aa-5d5da426c145f%22	https://wpocean.com/html/tf/loveme/blog.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/blog.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:21	38357/38357	---MCZ	200	added ('OK')	text/html	etag:W/%2295d5-5d5da426c08a7%22	https://wpocean.com/html/tf/loveme/blog-left-sidebar.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/blog-left-sidebar.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:21	31480/31480	---MCZ	200	added ('OK')	text/html	etag:W/%227af8-5d5da426c08a7%22	https://wpocean.com/html/tf/loveme/blog-fullwidth.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/blog-fullwidth.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:22	47121/47121	---MCZ	200	added ('OK')	text/html	etag:W/%22b811-5d5da426c1077%22	https://wpocean.com/html/tf/loveme/blog-single.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/blog-single.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:22	47180/47180	---MCZ	200	added ('OK')	text/html	etag:W/%22b84c-5d5da426c0c8f%22	https://wpocean.com/html/tf/loveme/blog-single-left-sidebar.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/blog-single-left-sidebar.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:22	40324/40324	---MCZ	200	added ('OK')	text/html	etag:W/%229d84-5d5da426c0c8f%22	https://wpocean.com/html/tf/loveme/blog-single-fullwidth.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/blog-single-fullwidth.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:23	30811/30811	---MCZ	200	added ('OK')	text/html	etag:W/%22785b-5d5da426c1c2f%22	https://wpocean.com/html/tf/loveme/contact.html	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/contact.html	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:23	2086/2086	---M--	200	added ('OK')	image/jpeg	etag:%22826-5d5da426b02e8%22	https://wpocean.com/html/tf/loveme/assets/images/shop/mini-cart/img-1.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/shop/mini-cart/img-1.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:23	2921/2921	---M--	200	added ('OK')	image/jpeg	etag:%22b69-5d5da426b02e8%22	https://wpocean.com/html/tf/loveme/assets/images/shop/mini-cart/img-2.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/shop/mini-cart/img-2.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:24	89925/89925	---M--	200	added ('OK')	image/jpeg	etag:%2215f45-5d5da426acc37%22	https://wpocean.com/html/tf/loveme/assets/images/slider/s1.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/slider/s1.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:24	97682/97682	---M--	200	added ('OK')	image/jpeg	etag:%2217d92-5d5da426ac466%22	https://wpocean.com/html/tf/loveme/assets/images/slider/s2.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/slider/s2.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:24	71774/71774	---M--	200	added ('OK')	image/jpeg	etag:%221185e-5d5da426adbd7%22	https://wpocean.com/html/tf/loveme/assets/images/slider/s3.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/slider/s3.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:26	56250/56250	---M--	200	added ('OK')	image/jpeg	etag:%22dbba-5d5da426adbd7%22	https://wpocean.com/html/tf/loveme/assets/images/slider/s5.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/slider/s5.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:26	70141/70141	---M--	200	added ('OK')	image/jpeg	etag:%22111fd-5d5da426ad01f%22	https://wpocean.com/html/tf/loveme/assets/images/slider/s4.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/slider/s4.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:26	44705/44705	---M--	200	added ('OK')	image/jpeg	etag:%22aea1-5d5da426ad01f%22	https://wpocean.com/html/tf/loveme/assets/images/slider/s6.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/slider/s6.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:26	99432/99432	---M--	200	added ('OK')	image/png	etag:%2218468-5d5da426b1670%22	https://wpocean.com/html/tf/loveme/assets/images/about/1.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/about/1.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:27	92884/92884	---M--	200	added ('OK')	image/png	etag:%2216ad4-5d5da426b1670%22	https://wpocean.com/html/tf/loveme/assets/images/about/2.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/about/2.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:27	28424/28424	---M--	200	added ('OK')	image/png	etag:%226f08-5d5da426b1670%22	https://wpocean.com/html/tf/loveme/assets/images/about/shape.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/about/shape.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:27	4670/4670	---M--	200	added ('OK')	image/png	etag:%22123e-5d5da426b1670%22	https://wpocean.com/html/tf/loveme/assets/images/about/thumb.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/about/thumb.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:27	2642/2642	---M--	200	added ('OK')	image/png	etag:%22a52-5d5da426a919d%22	https://wpocean.com/html/tf/loveme/assets/images/section-title.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/section-title.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:27	18758/18758	---M--	200	added ('OK')	image/jpeg	etag:%224946-5d5da426aacf6%22	https://wpocean.com/html/tf/loveme/assets/images/portfolio/1.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/portfolio/1.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:27	64268/64268	---M--	200	added ('OK')	image/jpeg	etag:%22fb0c-5d5da426ab8ae%22	https://wpocean.com/html/tf/loveme/assets/images/portfolio/2.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/portfolio/2.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:28	19013/19013	---M--	200	added ('OK')	image/jpeg	etag:%224a45-5d5da426ab8ae%22	https://wpocean.com/html/tf/loveme/assets/images/portfolio/3.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/portfolio/3.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:28	27933/27933	---M--	200	added ('OK')	image/jpeg	etag:%226d1d-5d5da426ab0de%22	https://wpocean.com/html/tf/loveme/assets/images/portfolio/4.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/portfolio/4.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:28	21888/21888	---M--	200	added ('OK')	image/jpeg	etag:%225580-5d5da426ab8ae%22	https://wpocean.com/html/tf/loveme/assets/images/portfolio/5.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/portfolio/5.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:29	75644/75644	---M--	200	added ('OK')	image/jpeg	etag:%221277c-5d5da426ab4c6%22	https://wpocean.com/html/tf/loveme/assets/images/portfolio/6.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/portfolio/6.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:29	25162/25162	---M--	200	added ('OK')	image/jpeg	etag:%22624a-5d5da426b2de1%22	https://wpocean.com/html/tf/loveme/assets/images/testimonial/l-img.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/testimonial/l-img.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:29	32970/32970	---M--	200	added ('OK')	image/png	etag:%2280ca-5d5da426b2de1%22	https://wpocean.com/html/tf/loveme/assets/images//testimonial/shape.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/testimonial/shape.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:29	3473/3473	---M--	200	added ('OK')	image/jpeg	etag:%22d91-5d5da426b29f9%22	https://wpocean.com/html/tf/loveme/assets/images/testimonial/img-1.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/testimonial/img-1.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:29	3857/3857	---M--	200	added ('OK')	image/jpeg	etag:%22f11-5d5da426b2de1%22	https://wpocean.com/html/tf/loveme/assets/images/testimonial/img-3.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/testimonial/img-3.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:30	5252/5252	---M--	200	added ('OK')	image/jpeg	etag:%221484-5d5da426b29f9%22	https://wpocean.com/html/tf/loveme/assets/images/testimonial/img-2.jpg	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/testimonial/img-2.jpg	(from https://wpocean.com/html/tf/loveme/index-2.html)
13:05:30	5836/5836	---M--	200	added ('OK')	image/png	etag:%2216cc-5d5da426b2de1%22	https://wpocean.com/html/tf/loveme/assets/images//testimonial/shape2.png	C:/My%20Web%20Sites/https___wpocean.com_html_tf_loveme_index-2.html/wpocean.com/html/tf/loveme/assets/images/testimonial/shape2.png	(from https://wpocean.com/html/tf/loveme/index-2.html)
